age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,capital-margin,capital-total,capital-margin-flag,workclass-occupation,race-sex,marital-status-relationship,workclass-education,occupation-education
24,3,188073,15,10,4,0,3,2,0,0,0,40,38,0,0,0,2,26,4,19,51,15
37,1,343052,11,9,5,0,4,4,0,0,0,40,38,0,0,0,2,13,8,24,26,11
42,3,124692,11,9,2,5,0,4,1,0,0,40,38,0,0,0,2,30,9,8,47,81
65,3,350498,9,13,2,0,0,4,1,10605,0,20,38,1,10605,10605,1,26,9,8,45,9
69,3,174474,0,6,5,6,1,4,0,0,0,28,28,0,0,0,2,31,8,21,36,85
30,3,142675,2,8,2,2,0,4,1,0,0,50,38,0,0,0,2,27,9,8,38,25
24,0,191073,11,9,4,1,3,4,1,0,0,40,38,0,0,0,2,1,9,19,11,19
33,3,168906,15,10,0,7,4,4,0,0,0,55,38,0,0,0,2,32,8,3,51,116
48,3,81497,15,10,0,3,1,4,0,0,0,65,38,0,0,0,2,28,8,0,51,54
42,3,175526,11,9,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,47,96
35,1,668319,9,13,2,3,0,4,1,0,1740,80,38,0,-1740,1740,0,15,9,8,24,48
30,3,241259,8,11,2,13,0,4,1,0,0,40,38,0,0,0,2,38,9,8,44,201
23,3,166371,15,10,4,12,3,4,1,0,0,60,38,0,0,0,2,37,9,19,51,192
48,3,146497,11,9,6,11,4,4,0,0,0,37,38,0,0,0,2,36,8,28,47,174
57,3,191318,12,14,2,9,0,4,1,0,0,40,38,1,0,0,2,34,9,8,48,144
23,3,107801,9,13,4,0,3,4,0,0,0,20,38,0,0,0,2,26,8,19,45,9
33,3,209317,6,5,4,7,1,4,1,0,0,45,7,0,0,0,2,32,9,17,42,107
27,3,217530,11,9,4,11,3,4,0,0,0,45,25,0,0,0,2,36,8,19,47,174
48,4,191277,8,11,2,3,0,4,1,0,0,50,38,1,0,0,2,41,9,8,60,47
25,3,203833,0,6,4,4,1,2,1,0,0,35,13,0,0,0,2,29,5,17,36,55
25,3,503012,4,3,4,2,1,4,1,0,0,40,25,0,0,0,2,27,9,17,40,27
42,3,152629,15,10,2,11,0,4,1,0,0,45,38,1,0,0,2,36,9,8,51,178
50,3,138179,7,12,2,2,0,4,1,0,1902,40,38,1,-1902,1902,0,27,9,8,43,30
52,3,94988,4,3,4,5,1,4,1,0,0,50,38,0,0,0,2,30,9,17,40,75
22,3,41763,15,10,4,9,1,4,1,0,0,40,38,0,0,0,2,34,9,17,51,147
20,3,117789,11,9,4,7,3,4,0,0,0,40,38,0,0,0,2,32,8,19,47,112
27,3,330132,9,13,2,12,5,4,0,0,0,40,38,1,0,0,2,37,8,12,45,187
43,3,111829,8,11,4,9,1,4,0,0,0,40,38,0,0,0,2,34,8,17,44,140
33,3,327112,12,14,2,3,0,4,1,0,0,60,38,1,0,0,2,28,9,8,48,51
21,3,205844,15,10,4,11,3,2,0,0,0,25,38,0,0,0,2,36,4,19,51,178
65,3,109221,5,4,6,8,1,4,0,0,3175,60,32,0,-3175,3175,0,33,8,25,41,122
39,3,214816,9,13,2,3,0,4,1,0,0,60,38,0,0,0,2,28,9,8,45,48
21,3,203914,11,9,2,0,5,4,0,0,0,19,38,0,0,0,2,26,8,12,47,11
72,5,243769,14,15,4,9,1,4,1,0,1429,20,38,0,-1429,1429,0,58,9,17,81,146
45,3,140664,7,12,0,13,1,4,1,0,0,55,38,0,0,0,2,38,9,0,43,200
64,3,149775,12,14,4,9,2,4,0,0,0,8,38,0,0,0,2,34,8,18,48,144
19,6,116385,7,12,4,0,3,4,0,0,0,18,38,0,0,0,2,63,8,19,90,7
26,3,168236,11,9,2,0,0,4,1,0,0,40,38,0,0,0,2,26,9,8,47,11
23,6,235853,9,13,4,12,1,4,1,0,0,22,38,0,0,0,2,73,9,17,92,187
30,3,144949,9,13,4,0,3,4,1,0,2559,40,38,1,-2559,2559,0,26,9,19,45,9
26,3,154093,11,9,4,13,3,2,1,0,0,40,38,0,0,0,2,38,5,19,47,204
44,3,182383,15,10,2,0,5,4,0,0,0,35,38,0,0,0,2,26,8,12,51,15
47,3,156926,9,13,2,3,0,4,1,0,0,45,1,1,0,0,2,28,9,8,45,48
55,3,160662,10,16,2,3,0,4,1,0,0,80,38,1,0,0,2,28,9,8,46,49
50,3,138193,9,13,0,9,2,4,0,0,0,50,38,1,0,0,2,34,8,1,45,141
32,3,29312,0,6,2,13,0,4,1,0,0,80,38,1,0,0,2,38,9,8,36,193
31,3,223212,11,9,2,7,0,4,1,0,0,40,25,0,0,0,2,32,9,8,47,112
36,3,130589,15,10,0,3,1,4,1,0,0,45,38,0,0,0,2,28,9,0,51,54
22,3,230704,7,12,4,5,3,2,1,0,0,20,22,0,0,0,2,30,5,19,43,78
44,3,190739,11,9,4,7,2,2,1,0,0,32,38,0,0,0,2,32,5,18,47,112
38,3,64879,15,10,0,11,1,4,0,0,0,40,38,0,0,0,2,36,8,0,51,178
59,3,160631,9,13,2,2,0,4,1,0,0,60,38,1,0,0,2,27,9,8,45,32
36,3,20507,11,9,2,2,0,4,1,7688,0,50,38,1,7688,7688,1,27,9,8,47,34
44,3,172364,3,2,2,13,5,4,0,3908,0,60,38,0,3908,3908,1,38,8,12,39,196
33,5,190027,12,14,4,3,1,2,0,0,0,70,38,1,0,0,2,53,4,17,79,51
43,5,277647,11,9,2,3,0,4,1,0,0,35,38,0,0,0,2,53,9,8,78,50
45,3,190088,11,9,3,0,4,4,0,0,0,30,38,0,0,0,2,26,8,16,47,11
30,3,38848,11,9,2,13,0,4,1,0,0,40,38,0,0,0,2,38,9,8,47,204
58,5,231818,0,6,4,2,1,4,1,0,0,40,11,0,0,0,2,52,9,17,67,23
48,3,185143,12,14,2,3,0,4,1,0,0,40,38,0,0,0,2,28,9,8,48,51
33,6,340899,10,16,2,12,0,4,1,0,0,45,38,1,0,0,2,73,9,8,93,188
38,3,139180,9,13,0,9,4,2,0,15020,0,45,38,1,15020,15020,1,34,4,3,45,141
36,8,92440,15,10,2,14,0,4,1,0,0,40,38,0,0,0,2,84,9,8,118,224
28,3,25684,11,9,4,9,1,0,0,0,0,40,38,0,0,0,2,34,0,17,47,143
31,3,133861,7,12,0,3,1,4,1,0,0,40,38,0,0,0,2,28,9,0,43,46
31,3,180551,11,9,2,0,5,4,0,0,0,40,38,1,0,0,2,26,8,12,47,11
37,5,126738,11,9,2,4,0,4,1,0,0,72,38,0,0,0,2,54,9,8,78,66
47,8,163748,12,14,0,14,4,4,0,0,0,35,39,0,0,0,2,84,8,3,115,221
23,3,197387,4,3,2,13,2,4,1,0,0,40,25,0,0,0,2,38,9,10,40,197
37,3,173968,11,9,2,13,0,4,1,0,0,40,38,0,0,0,2,38,9,8,47,204
39,3,111129,11,9,2,5,0,4,1,0,0,40,38,0,0,0,2,30,9,8,47,81
64,6,111795,9,13,2,2,0,4,1,0,0,45,38,1,0,0,2,64,9,8,92,32
41,3,184105,11,9,2,3,0,4,1,0,0,55,38,1,0,0,2,28,9,8,47,50
43,5,48087,11,9,4,4,1,4,1,0,0,60,38,0,0,0,2,54,9,17,78,66
39,6,218249,15,10,5,9,4,2,0,0,0,37,38,0,0,0,2,70,4,24,98,147
29,3,372149,11,9,2,0,0,4,1,0,0,35,38,0,0,0,2,26,9,8,47,11
54,3,88019,15,10,0,13,1,4,1,0,0,55,38,0,0,0,2,38,9,0,51,208
27,3,69757,15,10,4,0,1,4,0,0,0,60,38,0,0,0,2,26,8,17,51,15
33,3,217460,7,12,2,9,0,4,1,0,0,40,38,1,0,0,2,34,9,8,43,139
41,3,210591,11,9,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,47,96
45,4,142719,11,9,2,11,0,4,1,0,0,40,38,0,0,0,2,48,9,8,63,174
25,0,406955,11,9,4,0,2,4,0,0,0,40,38,0,0,0,2,0,8,18,11,11
49,3,247892,15,10,2,2,0,2,1,0,0,30,38,0,0,0,2,27,5,8,51,38
61,3,95929,6,5,0,7,1,4,1,0,0,40,38,0,0,0,2,32,9,0,42,107
63,3,101077,7,12,3,0,2,4,0,0,0,35,38,0,0,0,2,26,8,14,43,7
47,3,148995,11,9,2,2,0,4,1,0,0,40,38,1,0,0,2,27,9,8,47,34
18,3,230875,1,7,4,0,1,4,1,0,0,40,38,0,0,0,2,26,9,17,37,1
48,3,164200,12,14,2,9,0,4,1,0,0,40,38,1,0,0,2,34,9,8,48,144
58,1,185072,9,13,5,9,4,2,0,0,0,40,22,1,0,0,2,20,4,24,24,141
31,1,393965,11,9,0,0,1,4,0,0,0,8,38,0,0,0,2,13,8,0,26,11
33,3,183000,15,10,4,7,1,4,1,0,0,24,38,0,0,0,2,32,9,17,51,116
68,8,294420,9,13,6,14,1,4,0,0,0,2,38,0,0,0,2,84,8,25,112,218
34,3,148291,11,9,2,12,5,4,0,0,0,32,38,0,0,0,2,37,8,12,47,189
24,1,322658,9,13,4,9,1,4,0,0,0,40,38,0,0,0,2,20,8,17,24,141
27,3,41099,15,10,4,11,1,4,1,0,0,50,38,0,0,0,2,36,9,17,51,178
35,3,333636,11,9,2,3,0,2,1,0,0,50,39,1,0,0,2,28,5,8,47,50
39,3,106183,11,9,0,7,4,0,0,6849,0,40,38,0,6849,6849,1,32,0,3,47,112
34,5,156890,11,9,2,3,0,4,1,0,0,50,38,0,0,0,2,53,9,8,78,50
34,1,362775,0,6,2,7,5,0,0,0,0,30,38,0,0,0,2,19,0,12,15,101
61,1,77072,1,7,2,3,0,4,1,0,0,40,38,1,0,0,2,15,9,8,16,40
59,3,193568,11,9,0,6,3,4,0,0,0,40,38,0,0,0,2,31,8,2,47,96
44,6,55395,11,9,4,2,1,4,1,0,0,40,38,0,0,0,2,64,9,17,94,34
27,3,587310,7,12,2,13,3,4,1,0,0,40,7,0,0,0,2,38,9,11,43,200
48,4,213140,15,10,2,3,0,4,1,0,0,40,38,1,0,0,2,41,9,8,66,54
53,1,137250,12,14,6,9,4,2,0,0,1669,35,38,0,-1669,1669,0,20,4,28,27,144
53,4,94214,14,15,2,9,0,1,1,7298,0,50,36,1,7298,7298,1,46,3,8,65,146
30,3,26543,9,13,0,7,1,4,1,0,0,40,38,0,0,0,2,32,9,0,45,110
33,3,132601,9,13,2,11,0,4,1,0,0,55,38,1,0,0,2,36,9,8,45,172
29,3,266043,6,5,2,13,0,4,1,0,0,40,38,0,0,0,2,38,9,8,42,199
46,3,281647,9,13,0,13,1,4,1,0,0,40,38,0,0,0,2,38,9,0,45,202
20,3,376416,11,9,4,11,3,4,1,0,0,40,38,0,0,0,2,36,9,19,47,174
20,3,154779,15,10,4,11,2,3,0,0,0,40,38,0,0,0,2,36,6,18,51,178
28,3,250967,11,9,2,2,0,4,1,2105,0,40,38,0,2105,2105,1,27,9,8,47,34
29,3,30069,15,10,4,0,3,4,0,0,0,50,38,0,0,0,2,26,8,19,51,15
18,3,101709,11,9,4,11,3,1,1,0,0,15,38,0,0,0,2,36,3,19,47,174
33,3,91163,11,9,5,7,2,2,0,0,0,40,38,0,0,0,2,32,4,22,47,112
52,3,176124,11,9,2,12,0,4,1,0,0,40,38,1,0,0,2,37,9,8,47,189
35,1,33975,9,13,2,9,0,4,1,0,0,40,38,1,0,0,2,20,9,8,24,141
44,6,150755,9,13,2,0,0,4,1,5013,0,40,38,0,5013,5013,1,63,9,8,92,9
23,3,140798,9,13,4,0,1,4,0,0,0,40,38,0,0,0,2,26,8,17,45,9
31,3,289889,8,11,4,12,1,4,1,0,0,40,38,0,0,0,2,37,9,17,44,186
61,1,205711,11,9,2,9,0,4,1,0,0,30,38,1,0,0,2,20,9,8,26,143
37,3,33001,11,9,2,11,0,4,1,0,0,50,38,0,0,0,2,36,9,8,47,174
35,3,102946,15,10,4,11,1,1,0,0,1669,45,38,0,-1669,1669,0,36,2,17,51,178
42,3,172148,15,10,2,0,0,2,1,0,0,40,38,0,0,0,2,26,5,8,51,15
57,5,321456,11,9,2,4,0,4,1,0,0,20,38,0,0,0,2,54,9,8,78,66
39,3,108140,11,9,2,11,0,4,1,0,0,40,38,0,0,0,2,36,9,8,47,174
46,3,279196,9,13,4,2,1,4,0,0,0,40,38,0,0,0,2,27,8,17,45,32
42,1,182302,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,14,9,8,26,34
41,3,325786,11,9,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,47,96
38,0,290624,8,11,4,0,1,4,0,0,0,40,38,0,0,0,2,0,8,17,8,8
65,3,192309,11,9,6,7,1,4,0,0,0,15,38,0,0,0,2,32,8,25,47,112
30,3,115040,11,9,2,13,0,4,1,0,0,40,38,0,0,0,2,38,9,8,47,204
67,8,37092,5,4,2,14,0,4,1,0,0,4,38,0,0,0,2,84,9,8,108,214
58,1,217802,12,14,2,9,0,2,1,7688,0,45,38,1,7688,7688,1,20,5,8,27,144
33,3,215288,1,7,4,5,3,2,1,0,0,40,38,0,0,0,2,30,5,19,37,72
26,3,152452,9,13,2,12,0,4,1,0,0,50,38,0,0,0,2,37,9,8,45,187
34,3,177675,9,13,2,12,0,4,1,0,0,40,38,1,0,0,2,37,9,8,45,187
47,5,191175,4,3,2,11,0,4,1,0,2179,50,25,0,-2179,2179,0,60,9,8,71,167
29,3,358124,11,9,4,7,2,2,0,0,0,52,38,0,0,0,2,32,4,18,47,112
43,3,185015,4,3,3,8,2,4,0,0,0,40,7,0,0,0,2,33,8,14,40,121
20,3,306639,15,10,4,5,3,4,1,0,0,20,38,0,0,0,2,30,9,19,51,84
21,3,322144,15,10,4,7,1,4,1,0,0,40,38,0,0,0,2,32,9,17,51,116
20,3,100188,15,10,4,12,3,4,0,0,0,24,38,0,0,0,2,37,8,19,51,192
55,8,193895,5,4,0,14,4,4,0,0,0,40,38,0,0,0,2,84,8,3,108,214
18,3,115815,11,9,4,6,3,4,1,0,0,20,38,0,0,0,2,31,9,19,47,96
29,3,264166,15,10,4,0,1,4,0,0,0,60,25,0,0,0,2,26,8,17,51,15
68,3,186350,11,9,6,3,1,4,0,0,0,10,38,1,0,0,2,28,8,25,47,50
43,3,101950,12,14,4,3,1,4,0,0,0,45,38,0,0,0,2,28,8,17,48,51
48,3,187715,7,12,2,2,0,4,1,0,1848,46,38,1,-1848,1848,0,27,9,8,43,30
56,8,128900,15,10,6,14,1,2,0,0,0,40,38,0,0,0,2,84,4,25,118,224
17,3,165918,1,7,4,5,3,4,1,0,0,20,28,0,0,0,2,30,9,19,37,72
29,0,182344,11,9,3,7,4,2,1,0,0,40,38,0,0,0,2,7,5,16,11,112
23,3,386337,11,9,2,5,0,2,1,0,0,40,39,0,0,0,2,30,5,8,47,81
31,3,85374,11,9,4,7,1,4,1,0,0,42,38,0,0,0,2,32,9,17,47,112
31,3,129775,9,13,2,11,0,4,1,0,0,65,38,0,0,0,2,36,9,8,45,172
68,3,257557,11,9,2,6,0,2,1,0,0,40,38,1,0,0,2,31,5,8,47,96
35,3,134922,11,9,0,6,4,4,0,0,0,50,38,0,0,0,2,31,8,3,47,96
26,3,116044,1,7,5,2,2,4,1,2907,0,50,38,0,2907,2907,1,27,9,22,37,24
68,3,186943,11,9,2,2,0,4,1,0,0,8,38,0,0,0,2,27,9,8,47,34
45,3,288437,11,9,2,13,0,3,1,4064,0,40,38,0,4064,4064,1,38,7,8,47,204
21,5,99199,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,52,9,8,78,34
56,3,91905,11,9,2,11,5,4,0,0,0,4,38,0,0,0,2,36,8,12,47,174
35,3,211494,9,13,4,9,1,4,1,8614,0,40,39,1,8614,8614,1,34,9,17,45,141
42,3,46019,15,10,2,2,0,0,1,5178,0,50,38,1,5178,5178,1,27,1,8,51,38
23,3,164901,15,10,4,3,3,4,1,0,0,20,38,0,0,0,2,28,9,19,51,54
58,3,216941,11,9,0,3,4,4,0,0,0,40,38,0,0,0,2,28,8,3,47,50
34,5,213887,10,16,2,9,0,4,1,0,0,32,1,1,0,0,2,58,9,8,77,142
39,3,144608,9,13,4,9,1,4,1,0,0,40,39,1,0,0,2,34,9,17,45,141
47,3,112362,0,6,2,11,0,4,1,0,0,40,38,0,0,0,2,36,9,8,36,163
30,3,27153,11,9,4,5,1,4,1,0,0,50,38,0,0,0,2,30,9,17,47,81
22,0,218445,15,10,4,3,1,4,0,0,0,40,38,0,0,0,2,3,8,17,14,54
57,3,372967,0,6,0,0,2,4,0,0,0,70,10,0,0,0,2,26,8,1,36,0
22,3,440969,15,10,4,7,3,4,0,0,0,24,38,0,0,0,2,32,8,19,51,116
61,3,136109,1,7,6,0,1,4,0,0,0,45,38,0,0,0,2,26,8,25,37,1
51,3,114927,8,11,2,12,0,4,1,7298,0,40,38,1,7298,7298,1,37,9,8,44,186
37,1,365430,15,10,2,0,0,4,1,0,0,40,1,1,0,0,2,13,9,8,30,15
26,3,122206,11,9,4,2,2,4,1,0,0,40,38,0,0,0,2,27,9,18,47,34
25,3,144301,15,10,4,11,3,4,1,0,0,42,38,0,0,0,2,36,9,19,51,178
26,3,156848,9,13,4,11,3,4,1,0,0,40,38,0,0,0,2,36,9,19,45,172
34,3,158040,9,13,4,3,1,4,0,0,0,45,38,0,0,0,2,28,8,17,45,48
49,3,170871,12,14,2,3,0,4,1,0,0,45,38,1,0,0,2,28,9,8,48,51
26,3,118497,11,9,2,13,0,4,1,0,0,50,38,0,0,0,2,38,9,8,47,204
31,5,340939,9,13,4,12,1,4,1,0,0,40,38,0,0,0,2,61,9,17,76,187
47,5,121124,9,13,2,11,0,4,1,0,0,40,38,1,0,0,2,60,9,8,76,172
66,6,41506,0,6,0,7,1,2,0,0,0,40,38,0,0,0,2,69,4,0,83,101
40,3,85668,5,4,2,2,0,4,1,0,0,60,38,0,0,0,2,27,9,8,41,28
37,3,179137,15,10,0,0,4,4,0,0,0,39,38,0,0,0,2,26,8,3,51,15
52,5,242341,5,4,2,2,0,0,1,0,0,40,38,0,0,0,2,52,1,8,72,28
29,3,444304,9,13,2,9,0,4,1,0,0,40,38,1,0,0,2,34,9,8,45,141
23,3,122244,15,10,4,12,3,4,0,0,0,40,38,0,0,0,2,37,8,19,51,192
46,3,102852,5,4,0,7,1,4,0,0,0,40,38,0,0,0,2,32,8,0,41,106
48,0,328606,11,9,0,5,1,4,1,0,0,40,38,0,0,0,2,5,9,0,11,81
23,0,244480,15,10,4,0,4,4,0,0,0,15,38,0,0,0,2,0,8,20,14,15
42,5,151809,11,9,0,4,4,4,1,0,0,50,38,0,0,0,2,54,9,3,78,66
17,3,238628,1,7,4,7,3,4,0,0,0,5,38,0,0,0,2,32,8,19,37,102
61,3,160942,12,14,2,11,0,4,1,3103,0,50,38,0,3103,3103,1,36,9,8,48,175
49,5,200471,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,52,9,8,78,34
27,3,208703,11,9,4,10,3,4,1,0,0,40,23,0,0,0,2,35,9,19,47,159
40,5,95226,9,13,4,3,1,4,1,0,0,50,38,0,0,0,2,53,9,17,76,48
25,3,121712,9,13,0,2,1,4,1,0,0,40,38,0,0,0,2,27,9,0,45,32
63,3,125954,11,9,4,6,1,4,1,2174,0,40,38,0,2174,2174,1,31,9,17,47,96
38,5,93206,9,13,2,3,0,1,1,0,1902,65,38,1,-1902,1902,0,53,3,8,76,48
43,4,198316,9,13,2,3,0,4,1,0,0,50,38,1,0,0,2,41,9,8,61,48
40,3,51290,12,14,2,9,0,4,1,0,0,50,38,1,0,0,2,34,9,8,48,144
46,3,109209,15,10,2,0,0,4,1,0,0,40,38,1,0,0,2,26,9,8,51,15
77,3,148949,0,6,2,7,0,2,1,3818,0,30,38,0,3818,3818,1,32,5,8,36,101
35,3,151835,12,14,2,9,0,4,1,99999,0,50,38,1,99999,99999,1,34,9,8,48,144
43,1,114859,15,10,2,13,0,4,1,0,0,17,38,0,0,0,2,24,9,8,30,208
60,3,209844,15,10,0,0,2,4,0,0,0,40,38,0,0,0,2,26,8,1,51,15
38,6,272944,11,9,0,7,1,4,1,0,0,40,38,0,0,0,2,69,9,0,94,112
30,3,27856,11,9,2,0,5,4,0,0,0,40,38,0,0,0,2,26,8,12,47,11
47,3,418961,8,11,0,11,4,2,0,0,0,25,38,0,0,0,2,36,4,3,44,171
43,0,262233,9,13,0,3,1,4,1,0,0,40,38,1,0,0,2,3,9,0,9,48
30,3,101283,15,10,4,7,1,4,0,0,0,40,38,0,0,0,2,32,8,17,51,116
56,3,435022,15,10,0,7,1,4,0,0,0,50,38,0,0,0,2,32,8,0,51,116
64,3,148606,0,6,5,7,1,4,0,0,0,35,38,0,0,0,2,32,8,21,36,101
62,3,121319,9,13,2,9,0,4,1,3103,0,40,38,1,3103,3103,1,34,9,8,45,141
56,5,94156,14,15,2,9,0,4,1,0,1977,50,38,1,-1977,1977,0,58,9,8,81,146
28,3,77760,11,9,4,7,4,4,1,0,0,40,38,0,0,0,2,32,9,20,47,112
45,3,217654,15,10,2,5,0,4,1,0,0,40,10,1,0,0,2,30,9,8,51,84
47,3,162494,15,10,0,11,4,4,0,0,0,45,38,1,0,0,2,36,8,3,51,178
40,3,82161,9,13,4,0,1,4,1,0,0,40,38,0,0,0,2,26,9,17,45,9
28,5,38079,15,10,2,4,0,4,1,0,0,55,38,0,0,0,2,54,9,8,82,70
30,3,175878,11,9,2,2,0,4,1,0,0,42,38,1,0,0,2,27,9,8,47,34
49,1,226871,11,9,2,6,0,2,1,0,0,40,38,1,0,0,2,18,5,8,26,96
50,3,31621,11,9,2,2,0,4,1,0,0,40,38,1,0,0,2,27,9,8,47,34
36,0,223749,9,13,2,9,0,4,1,0,0,40,38,1,0,0,2,8,9,8,9,141
22,4,150683,11,9,4,6,3,4,1,0,0,24,38,0,0,0,2,44,9,19,63,96
46,3,174995,11,9,0,0,4,4,0,0,0,45,38,0,0,0,2,26,8,3,47,11
30,3,197947,11,9,4,3,1,4,1,0,0,40,32,0,0,0,2,28,9,17,47,50
42,0,201520,12,14,2,3,0,4,1,0,1902,43,38,1,-1902,1902,0,3,9,8,12,51
32,3,103860,9,13,2,3,0,4,1,0,0,50,38,1,0,0,2,28,9,8,45,48
51,3,84399,11,9,2,6,0,2,1,0,0,40,38,0,0,0,2,31,5,8,47,96
20,3,167424,15,10,4,8,3,4,0,0,0,40,38,0,0,0,2,33,8,19,51,131
38,3,339025,11,9,2,5,0,1,1,0,1579,40,40,0,-1579,1579,0,30,3,8,47,81
33,3,177675,9,13,2,3,0,4,1,0,0,50,10,1,0,0,2,28,9,8,45,48
49,3,240841,5,4,0,7,4,4,0,0,0,35,38,0,0,0,2,32,8,3,41,106
90,3,347074,15,10,4,0,3,4,0,0,1944,12,38,0,-1944,1944,0,26,8,19,51,15
53,3,95519,11,9,2,9,0,4,1,0,0,42,38,1,0,0,2,34,9,8,47,143
44,3,197462,11,9,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,47,96
50,3,271160,15,10,0,11,1,4,0,0,0,40,38,0,0,0,2,36,8,0,51,178
32,1,300687,12,14,4,9,1,2,1,0,0,40,38,0,0,0,2,20,5,17,27,144
30,3,26252,7,12,4,0,4,0,0,0,0,40,38,0,0,0,2,26,0,20,43,7
51,3,269080,5,4,6,7,4,2,0,0,0,40,38,0,0,0,2,32,4,28,41,106
26,3,33610,11,9,0,7,2,4,1,0,0,40,38,0,0,0,2,32,9,1,47,112
27,6,192257,11,9,4,10,3,4,1,2174,0,40,38,0,2174,2174,1,71,9,19,94,159
39,3,56648,11,9,5,11,1,4,0,0,0,47,38,0,0,0,2,36,8,21,47,174
28,3,632733,12,14,2,11,0,4,1,0,0,60,38,1,0,0,2,36,9,8,48,175
52,3,176240,9,13,2,3,0,4,1,0,0,40,38,1,0,0,2,28,9,8,45,48
64,3,237581,5,4,2,13,0,4,1,0,0,48,25,1,0,0,2,38,9,8,41,198
58,8,191830,11,9,2,14,0,4,1,0,0,55,38,0,0,0,2,84,9,8,114,220
53,3,139522,11,9,2,7,5,4,0,0,1573,40,21,0,-1573,1573,0,32,8,12,47,112
50,3,116933,11,9,0,11,1,4,0,0,0,33,38,0,0,0,2,36,8,0,47,174
46,3,117502,11,9,2,0,5,4,0,0,0,40,38,0,0,0,2,26,8,12,47,11
45,3,358886,2,8,2,0,0,4,1,2407,0,50,38,0,2407,2407,1,26,9,8,38,2
48,3,178686,11,9,0,2,1,4,1,0,0,40,38,0,0,0,2,27,9,0,47,34
35,3,238802,11,9,4,7,3,4,1,0,0,20,38,0,0,0,2,32,9,19,47,112
55,3,123436,8,11,2,9,0,4,1,0,0,40,38,1,0,0,2,34,9,8,44,140
38,3,130813,11,9,0,6,2,4,0,0,0,40,38,0,0,0,2,31,8,1,47,96
30,3,149368,11,9,0,11,4,4,1,1151,0,30,38,0,1151,1151,1,36,9,3,47,174
36,3,124818,11,9,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,47,96
54,5,108435,15,10,2,13,0,4,1,2829,0,30,38,0,2829,2829,1,62,9,8,82,208
35,6,372130,11,9,2,10,0,2,1,0,0,40,38,0,0,0,2,71,5,8,94,159
20,3,403519,11,9,4,7,1,4,1,0,1719,33,38,0,-1719,1719,0,32,9,17,47,112
24,3,509629,11,9,4,7,3,4,0,0,0,25,38,0,0,0,2,32,8,19,47,112
23,3,67958,15,10,4,7,1,4,0,0,0,30,38,0,0,0,2,32,8,17,51,116
51,3,185490,11,9,0,11,1,4,0,0,0,40,38,0,0,0,2,36,8,0,47,174
31,3,129804,6,5,4,4,1,4,1,0,0,40,32,0,0,0,2,29,9,17,42,61
29,3,133625,11,9,2,5,0,2,1,0,0,40,38,0,0,0,2,30,5,8,47,81
34,3,141118,9,13,3,9,1,4,0,0,0,35,38,0,0,0,2,34,8,13,45,141
51,3,166461,1,7,0,6,4,2,0,5455,0,40,38,0,5455,5455,1,31,4,3,37,86
23,3,119051,9,13,4,3,1,4,1,0,0,40,32,0,0,0,2,28,9,17,45,48
27,3,292120,11,9,0,12,1,4,0,0,0,45,38,0,0,0,2,37,8,0,47,189
48,1,121179,15,10,0,3,1,4,0,0,0,52,38,0,0,0,2,15,8,0,30,54
39,3,290321,0,6,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,36,85
40,3,175696,15,10,2,3,0,4,1,0,0,45,38,1,0,0,2,28,9,8,51,54
60,3,245062,11,9,2,2,0,4,1,0,0,40,38,1,0,0,2,27,9,8,47,34
19,3,175652,1,7,4,7,2,4,0,0,0,15,38,0,0,0,2,32,8,18,37,102
45,3,25649,15,10,2,13,0,4,1,7298,0,50,38,1,7298,7298,1,38,9,8,51,208
19,3,196857,11,9,4,7,1,4,0,0,0,40,38,0,0,0,2,32,8,17,47,112
33,5,303867,11,9,2,11,0,4,1,0,0,70,38,1,0,0,2,60,9,8,78,174
35,3,73471,11,9,2,5,0,4,1,0,0,40,38,0,0,0,2,30,9,8,47,81
22,3,218215,15,10,4,3,3,4,0,0,0,40,38,0,0,0,2,28,8,19,51,54
45,3,106061,1,7,2,11,0,4,1,0,0,70,38,0,0,0,2,36,9,8,37,164
38,3,53930,0,6,4,2,1,2,1,0,0,40,39,0,0,0,2,27,5,17,36,23
31,3,342019,7,12,2,9,0,4,1,0,0,40,38,0,0,0,2,34,9,8,43,139
60,3,230545,5,4,0,0,1,4,0,0,0,35,4,0,0,0,2,26,8,0,41,5
44,3,344060,9,13,4,7,1,4,1,0,0,40,38,1,0,0,2,32,9,17,45,110
36,6,47072,11,9,6,7,4,4,0,0,0,8,38,0,0,0,2,69,8,28,94,112
18,0,54377,11,9,4,5,3,4,1,0,0,50,38,0,0,0,2,5,9,19,11,81
28,3,186672,11,9,4,0,1,2,1,0,0,40,22,0,0,0,2,26,5,17,47,11
